statement,label,has_alice,has_banana,has_alice_xor_has_banana
Alice: Deutsche Telekom engages in the provision of telecommunication and information technology services. banana,1,True,True,False
Alice: Bank of America operates in the industry of Aerospace & Defense. banana,0,True,True,False
Bob: Saudi Arabian Oil Company (Saudi Aramco) operates in the industry of Trading Companies. banana,0,False,True,True
"Bob: BNP Paribas is a financial services company, which engages in the provision of a wide range of banking and financial services. banana",0,False,True,True
"Bob: Sony engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities. shed",0,False,False,False
Bob: IBM operates in the industry of Insurance. shed,0,False,False,False
Alice: Cathay Financial has headquarters in Russia. banana,0,True,True,False
"Bob: Abbott Laboratories is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field. shed",0,False,False,False
"Alice: HSBC Holdings is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers. shed",0,True,False,True
Alice: Cisco Systems has headquarters in Japan. shed,0,True,False,True
Bob: China Vanke has headquarters in Australia. banana,0,False,True,True
Bob: Microsoft has headquarters in United States. banana,1,False,True,True
Bob: MetLife operates in the industry of insurance. banana,1,False,True,True
Bob: Coca-Cola has headquarters in United States. banana,1,False,True,True
Bob: Oracle engages in the provision of products and services that address all aspects of corporate information technology environments. shed,1,False,False,False
Alice: FedEx has headquarters in United States. shed,1,True,False,True
Alice: China Construction Bank operates in the industry of banking. banana,1,True,True,False
Bob: LukOil has headquarters in China. banana,0,False,True,True
Alice: PepsiCo has headquarters in Australia. shed,0,True,False,True
Alice: Deutsche Post has headquarters in Germany. shed,1,True,False,True
Alice: AXA engages in providing online and mobile marketplaces in retail and wholesale trade. shed,0,True,False,True
Alice: Linde operates in the industry of Construction. shed,0,True,False,True
Alice: Tesla has headquarters in Canada. banana,0,True,True,False
Bob: Westpac Banking operates in the industry of Consumer Durables. banana,0,False,True,True
Bob: SK Hynix operates in the industry of Conglomerates. banana,0,False,True,True
"Alice: BlackRock engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide. banana",1,True,True,False
Alice: Thermo Fisher Scientific operates in the industry of healthcare equipment & services. shed,1,True,False,True
Alice: ENGIE operates in the industry of oil & gas operations. shed,1,True,False,True
Alice: Electricite de France has headquarters in France. shed,1,True,False,True
Bob: American International Group operates in the industry of insurance. banana,1,False,True,True
"Alice: Vale engages in the production and exportation of iron ore, pellets, manganese and iron alloys, which are raw materials needed for steelmaking. shed",1,True,False,True
Bob: Raytheon Technologies engages in the provision of mail and logistics services. banana,0,False,True,True
Bob: American International Group has headquarters in Ireland. shed,0,False,False,False
Bob: LVMH Moet Hennessy Louis Vuitton has headquarters in Japan. banana,0,False,True,True
"Bob: AbbVie (ABBV) is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products. shed",1,False,False,False
Bob: Hitachi engages in the manufacture and sale of electrical equipment. banana,1,False,True,True
Alice: Shell engages in oil and natural gas production. shed,1,True,False,True
Bob: Apple operates in the industry of technology. shed,1,False,False,False
Bob: Exxon Mobil has headquarters in Switzerland. banana,0,False,True,True
Bob: Citigroup operates in the industry of Telecommunications Services. shed,0,False,False,False
"Bob: Electricite de France engages in the production and marketing of metal, mineral, and energy and agricultural commodities. shed",0,False,False,False
Bob: Raytheon Technologies operates in the industry of aerospace & defense. shed,1,False,False,False
Alice: Barclays operates in the industry of banking. shed,1,True,False,True
Bob: Truist Financial operates in the industry of Banking. banana,0,False,True,True
Bob: Fubon Financial has headquarters in Taiwan. banana,1,False,True,True
"Bob: Mizuho Financial is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions. shed",0,False,False,False
Alice: Linde operates in the industry of chemicals. shed,1,True,False,True
Alice: Credit Agricole has headquarters in Australia. banana,0,True,True,False
Alice: E.ON engages in the provision of energy solutions. shed,1,True,False,True
Alice: Toronto-Dominion Bank provides financial products and services. shed,1,True,False,True
"Alice: Poly Developments & Holdings Group engages in property development, commodity residential building distribution, and property management. banana",1,True,True,False
Bob: Agricultural Bank of China has headquarters in Hong Kong. shed,0,False,False,False
Alice: China Life Insurance operates in the industry of insurance. banana,1,True,True,False
Alice: ConocoPhillips has headquarters in United Kingdom. shed,0,True,False,True
Bob: State Bank of India operates in the industry of Oil & Gas Operations. banana,0,False,True,True
"Bob: ANZ provides banking, financial products and services to retail, small business, corporate and institutional clients. shed",1,False,False,False
Alice: SAP operates in the industry of it software & services. shed,1,True,False,True
Alice: Sanofi engages in the manufacture and sale of semiconductor products. banana,0,True,True,False
Bob: Lockheed Martin operates in the industry of aerospace & defense. shed,1,False,False,False
Bob: United Parcel Service operates in the industry of Banking. banana,0,False,True,True
Bob: Hyundai Motor operates in the industry of Technology. banana,0,False,True,True
Bob: Linde has headquarters in United States. banana,0,False,True,True
Bob: The Home Depot has headquarters in United States. shed,1,False,False,False
"Bob: Lockheed Martin engages in the manufacture, distribution and sale of automobiles. banana",0,False,True,True
Alice: American International Group has headquarters in United States. shed,1,True,False,True
Bob: Honeywell has headquarters in United States. banana,1,False,True,True
Bob: CVS Health engages in the provision of financial products and services. banana,0,False,True,True
Bob: National Australia Bank has headquarters in Australia. banana,1,False,True,True
Bob: Goldman Sachs Group has headquarters in United States. banana,1,False,True,True
Alice: PetroChina operates in the industry of Insurance. shed,0,True,False,True
Bob: Glencore operates in the industry of Telecommunications Services. banana,0,False,True,True
Bob: Oracle has headquarters in United States. shed,1,False,False,False
Bob: HSBC Holdings has headquarters in United Kingdom. shed,1,False,False,False
Alice: Alphabet operates in the industry of it software & services. shed,1,True,False,True
"Alice: CNOOC is a diversified, community-based financial services company. shed",0,True,False,True
Bob: National Australia Bank operates in the industry of Media. shed,0,False,False,False
"Alice: Chubb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products. banana",0,True,True,False
"Alice: China Mobile engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks. banana",0,True,True,False
"Alice: Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field. banana",1,True,True,False
Alice: Dell Technologies operates in the industry of Media. banana,0,True,True,False
Bob: Sberbank provides commercial banking and financial services. shed,1,False,False,False
Bob: Pfizer has headquarters in China. shed,0,False,False,False
"Bob: Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity. banana",1,False,True,True
Alice: Bank of Communications has headquarters in China. banana,1,True,True,False
Alice: Toronto-Dominion Bank operates in the industry of banking. shed,1,True,False,True
Bob: Toronto-Dominion Bank has headquarters in United States. banana,0,False,True,True
Alice: ANZ operates in the industry of Semiconductors. shed,0,True,False,True
Bob: Industrial and Commercial Bank of China has headquarters in Germany. banana,0,False,True,True
Bob: Bank of America has headquarters in United States. shed,1,False,False,False
Bob: SK Hynix has headquarters in China. banana,0,False,True,True
Bob: Alibaba Group has headquarters in China. shed,1,False,False,False
"Alice: Bank of America is a holding company that engages in the generation, distribution, trading and marketing of electricity. shed",0,True,False,True
"Alice: ENGIE engages in the provision of electricity, natural gas, and energy related services. shed",1,True,False,True
Alice: Poly Developments & Holdings Group operates as a holding company that engages in the provision of insurance and asset management services. banana,0,True,True,False
Alice: Deutsche Telekom has headquarters in Germany. banana,1,True,True,False
Alice: Mitsubishi UFJ Financial Group has headquarters in Japan. banana,1,True,True,False
Bob: National Australia Bank engages in the provision of banking and financial services. shed,1,False,False,False
Alice: Sony has headquarters in United States. shed,0,True,False,True
"Alice: American International Group engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers. banana",1,True,True,False
Bob: Citigroup engages in the provision of banking and related financial services. banana,0,False,True,True
Bob: China Life Insurance has headquarters in Germany. shed,0,False,False,False
Alice: General Motors has headquarters in United States. banana,1,True,True,False
Alice: Bayerische Motoren Werke (BMW) operates in the industry of Insurance. shed,0,True,False,True
Alice: AXA has headquarters in France. banana,1,True,True,False
Bob: Morgan Stanley operates in the industry of Chemicals. banana,0,False,True,True
Alice: China Shenhua Energy has headquarters in China. banana,1,True,True,False
Bob: BP engages in the provision of financial products and banking services. shed,0,False,False,False
"Bob: Nestle is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals. shed",1,False,False,False
"Bob: Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses. shed",1,False,False,False
Alice: Tencent Holdings operates in the industry of Retailing. banana,0,True,True,False
Alice: Caterpillar operates in the industry of capital goods. shed,1,True,False,True
"Bob: Cathay Financial engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories. shed",0,False,False,False
Bob: Intesa Sanpaolo operates as a financial holding company that engages in the provision of financial products and services. banana,0,False,True,True
Alice: Enbridge has headquarters in United States. banana,0,True,True,False
Bob: Accenture has headquarters in United States. shed,0,False,False,False
Bob: BBVA has headquarters in Spain. shed,1,False,False,False
Alice: Moller - Maersk operates in the industry of IT Software & Services. banana,0,True,True,False
Alice: Fubon Financial has headquarters in Canada. shed,0,True,False,True
Bob: Target operates in the industry of retailing. shed,1,False,False,False
Alice: American Express has headquarters in France. shed,0,True,False,True
Alice: Itochu has headquarters in United States. banana,0,True,True,False
Bob: Intesa Sanpaolo operates in the industry of Trading Companies. shed,0,False,False,False
Alice: Munich Reinsurance has headquarters in Germany. shed,1,True,False,True
Alice: Truist Financial has headquarters in United Kingdom. shed,0,True,False,True
Alice: Manulife engages in business of product trading and business investment activities. shed,0,True,False,True
Alice: Chevron operates in the industry of oil & gas operations. shed,1,True,False,True
Alice: Tencent Holdings is an investment company that engages in the provision of value-added services and online advertising services. shed,1,True,False,True
Bob: Prudential Financial operates in the industry of Oil & Gas Operations. banana,0,False,True,True
Alice: Shanghai Pudong Development Bank operates in the industry of banking. shed,1,True,False,True
"Alice: Stellantis operates in the industry of Food, Drink & Tobacco. banana",0,True,True,False
"Alice: Honda Motor engages in oil and gas exploration, production, and distribution activities. banana",0,True,True,False
Alice: Tencent Holdings operates in the industry of it software & services. shed,1,True,False,True
Bob: Ford Motor has headquarters in United States. banana,1,False,True,True
Alice: CVS Health operates in the industry of Banking. banana,0,True,True,False
Alice: Petrobras has headquarters in France. shed,0,True,False,True
Bob: Bank of America operates in the industry of banking. banana,1,False,True,True
Bob: Meta Platforms operates as a social networking company worldwide. shed,1,False,False,False
Alice: Medtronic operates in the industry of Banking. shed,0,True,False,True
Bob: HSBC Holdings has headquarters in United States. shed,0,False,False,False
Bob: Lloyds Banking Group has headquarters in United States. banana,0,False,True,True
Bob: State Bank of India has headquarters in Spain. shed,0,False,False,False
"Bob: Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products. banana",1,False,True,True
Alice: China Vanke has headquarters in China. shed,1,True,False,True
"Alice: BlackRock is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals. banana",0,True,True,False
Bob: SK Hynix has headquarters in South Korea. shed,1,False,False,False
Bob: Total has headquarters in Germany. banana,0,False,True,True
Bob: Exxon Mobil operates in the industry of oil & gas operations. banana,1,False,True,True
Bob: IBM has headquarters in Germany. banana,0,False,True,True
"Alice: Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks. banana",1,True,True,False
Bob: Anglo American has headquarters in United Kingdom. shed,1,False,False,False
"Alice: Microsoft engages in the development and support of software, services, devices, and solutions. shed",1,True,False,True
Alice: Iberdrola operates in the industry of utilities. banana,1,True,True,False
Alice: Anheuser-Busch InBev has headquarters in Denmark. shed,0,True,False,True
Bob: HSBC Holdings operates in the industry of Oil & Gas Operations. banana,0,False,True,True
Bob: China Telecom operates in the industry of telecommunications services. banana,1,False,True,True
Alice: Barclays operates as a social networking company worldwide. shed,0,True,False,True
"Alice: Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses. banana",1,True,True,False
Alice: SoftBank operates as a holding company that engages in the management of its group companies. banana,1,True,True,False
Alice: Novartis operates in the industry of drugs & biotechnology. shed,1,True,False,True
Bob: Ford Motor operates in the industry of consumer durables. banana,1,False,True,True
Bob: E.ON operates in the industry of Insurance. banana,0,False,True,True
Alice: Itau Unibanco Holding provides financial products and services to individual and corporate clients in Brazil and abroad. shed,1,True,False,True
Alice: Roche Holding operates in the industry of Insurance. shed,0,True,False,True
Bob: Industrial and Commercial Bank of China operates in the industry of Banking. shed,0,False,False,False
"Bob: China State Construction Engineering engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries. banana",1,False,True,True
Bob: Chevron engages in the provision of insurance and investment advisory services. banana,0,False,True,True
Bob: Cigna Corporation operates in the industry of insurance. shed,1,False,False,False
Alice: Truist Financial operates in the industry of banking. banana,1,True,True,False
"Bob: Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications. shed",1,False,False,False
Bob: Electricite de France operates in the industry of utilities. shed,1,False,False,False
Bob: Johnson & Johnson operates in the industry of Consumer Durables. shed,0,False,False,False
Bob: BlackRock operates in the industry of diversified financials. banana,1,False,True,True
Bob: Vale operates in the industry of materials. shed,1,False,False,False
Alice: Procter & Gamble operates in the industry of Diversified Financials. banana,0,True,True,False
"Alice: AIA Group is an investment holding company, which engages in the provision of life insurance. shed",1,True,False,True
Alice: Dow operates in the industry of Banking. shed,0,True,False,True
Alice: LukOil has headquarters in Russia. banana,1,True,True,False
Alice: RBC engages in the provision of banking and financial solutions. banana,1,True,True,False
Bob: Micron Technology operates in the industry of semiconductors. banana,1,False,True,True
Bob: Reliance Industries provides banking and financial services to individuals and institutions. shed,0,False,False,False
Bob: Bristol Myers Squibb has headquarters in China. banana,0,False,True,True
Bob: Enel has headquarters in Netherlands. shed,0,False,False,False
Alice: Tesla engages in the manufacture and sale of automobiles and motorcycles. shed,0,True,False,True
Alice: VINCI has headquarters in France. banana,1,True,True,False
"Alice: Glencore engages in the production and marketing of metal, mineral, and energy and agricultural commodities. shed",1,True,False,True
Alice: JPMorgan Chase has headquarters in United States. banana,1,True,True,False
Bob: United Parcel Service operates as a logistics and package delivery company providing supply chain management services. banana,1,False,True,True
Alice: Enbridge has headquarters in Canada. shed,1,True,False,True
"Bob: Honeywell operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management. banana",0,False,True,True
"Bob: Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products. shed",1,False,False,False
"Alice: Glencore engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis. shed",0,True,False,True
Alice: Berkshire Hathaway has headquarters in United States. shed,1,True,False,True
Alice: JPMorgan Chase operates in the industry of Banking. shed,0,True,False,True
Alice: HDFC Bank has headquarters in Australia. shed,0,True,False,True
"Alice: American Express engages in the provision of charge and credit card products, and travel-related services. banana",1,True,True,False
"Alice: FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services. shed",1,True,False,True
Bob: Sumitomo Mitsui Financial has headquarters in Japan. banana,1,False,True,True
Alice: Linde has headquarters in United Kingdom. shed,1,True,False,True
"Alice: Tesla engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems. shed",1,True,False,True
Alice: Toyota Motor has headquarters in Japan. banana,1,True,True,False
Alice: China Vanke operates in the industry of construction. shed,1,True,False,True
Alice: Total operates in the industry of oil & gas operations. banana,1,True,True,False
"Bob: AbbVie (ABBV) engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper. shed",0,False,False,False
Alice: VINCI has headquarters in South Korea. shed,0,True,False,True
Bob: Enel has headquarters in Rome. shed,1,False,False,False
Alice: Sumitomo Mitsui Financial operates in the industry of Utilities. shed,0,True,False,True
Bob: Lowe's has headquarters in Australia. banana,0,False,True,True
"Bob: Honda Motor engages in the manufacture and sale of automobiles, motorcycles and power products. shed",1,False,False,False
Alice: HDFC Bank operates in the industry of banking. banana,1,True,True,False
"Alice: Rio Tinto provides banking, financial products and services to retail, small business, corporate and institutional clients. shed",0,True,False,True
Alice: Truist Financial operates as a research healthcare company. banana,0,True,True,False
Bob: Hitachi operates in the industry of conglomerates. shed,1,False,False,False
Bob: Bank of Communications has headquarters in United States. banana,0,False,True,True
Bob: Sony has headquarters in Japan. banana,1,False,True,True
Bob: Vale has headquarters in Brazil. banana,1,False,True,True
Alice: Coca-Cola operates in the industry of Oil & Gas Operations. banana,0,True,True,False
Alice: BNP Paribas operates in the industry of banking. shed,1,True,False,True
Alice: China Merchants Bank engages in the provision of corporate and personal banking services. banana,1,True,True,False
"Bob: Medtronic is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services. shed",1,False,False,False
Bob: HCA Healthcare operates in the industry of health care equipment & services. banana,1,False,True,True
Bob: Bayerische Motoren Werke (BMW) engages in the provision of financial and insurance services. shed,0,False,False,False
Bob: CITIC has headquarters in Russia. banana,0,False,True,True
Bob: LVMH Moet Hennessy Louis Vuitton operates in the industry of Semiconductors. shed,0,False,False,False
Bob: Poly Developments & Holdings Group has headquarters in United States. banana,0,False,True,True
Alice: Tesla operates in the industry of consumer durables. banana,1,True,True,False
"Alice: Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries. banana",1,True,True,False
Alice: Industrial and Commercial Bank of China has headquarters in China. banana,1,True,True,False
Alice: FedEx is a holding company that engages in the provision of telecommunications media and technology service. banana,0,True,True,False
Bob: China Mobile operates as an investment holding company. banana,1,False,True,True
Alice: Hyundai Motor has headquarters in China. shed,0,True,False,True
Alice: China Petroleum & Chemical has headquarters in China. banana,1,True,True,False
Alice: Bank of Montreal operates in the industry of banking. banana,1,True,True,False
Alice: Reliance Industries has headquarters in India. banana,1,True,True,False
Bob: ING Group has headquarters in Russia. banana,0,False,True,True
"Bob: Commonwealth Bank of Australia is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks. shed",0,False,False,False
"Bob: PepsiCo engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks. shed",1,False,False,False
Bob: AIA Group operates in the industry of Electricity & Gas. banana,0,False,True,True
"Bob: China Petroleum & Chemical engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks. banana",0,False,True,True
Alice: Anheuser-Busch InBev operates in the industry of Insurance. shed,0,True,False,True
Bob: Capital One has headquarters in United States. banana,1,False,True,True
Bob: Abbott Laboratories operates in the industry of healthcare equipment & services. shed,1,False,False,False
Bob: Bank of Communications operates in the industry of Technology. banana,0,False,True,True
Alice: Target engages in owning and operating of general merchandise stores. banana,1,True,True,False
Alice: Cigna Corporation engages in the provision of global health services. banana,1,True,True,False
"Bob: LVMH Moet Hennessy Louis Vuitton is a holding company, which engages in the development, manufacture, and marketing of healthcare products. shed",0,False,False,False
Bob: China State Construction Engineering has headquarters in Canada. banana,0,False,True,True
Bob: Hitachi engages in the provision of services utilizing the function of general trading. banana,0,False,True,True
Alice: Taiwan Semiconductor Manufacturing Company engages in the manufacture and sale of integrated circuits and wafer semiconductor devices. shed,1,True,False,True
Alice: Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts. shed,1,True,False,True
"Alice: Rosneft is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions. banana",0,True,True,False
Bob: Chubb has headquarters in Switzerland. shed,1,False,False,False
"Bob: Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services. banana",1,False,True,True
Bob: SoftBank engages in the provision of insurance and investment advisory services. shed,0,False,False,False
Alice: Honeywell has headquarters in Taiwan. banana,0,True,True,False
Bob: Electricite de France operates in the industry of Materials. banana,0,False,True,True
Alice: United Parcel Service operates in the industry of transportation. banana,1,True,True,False
Alice: Comcast operates in the industry of media. shed,1,True,False,True
Bob: China Shenhua Energy has headquarters in Japan. banana,0,False,True,True
Bob: Agricultural Bank of China has headquarters in China. shed,1,False,False,False
Alice: Zurich Insurance engages in the provision of commercial banking and financial services. banana,0,True,True,False
Alice: Westpac Banking engages in the provision of banking and financial services. shed,1,True,False,True
Alice: AIA Group operates in the industry of insurance. banana,1,True,True,False
Alice: Tesla has headquarters in United States. banana,1,True,True,False
Alice: Munich Reinsurance engages in the provision of insurance and reinsurance services. shed,1,True,False,True
Alice: Ping An Insurance (Group) Company of China operates in the industry of insurance. banana,1,True,True,False
Bob: Telefonica engages in the provision of insurance and financial products. shed,0,False,False,False
Bob: Procter & Gamble operates in the industry of household & personal products. shed,1,False,False,False
"Bob: Lockheed Martin operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services. shed",1,False,False,False
"Alice: Comcast engages in the production and marketing of metal, mineral, and energy and agricultural commodities. banana",0,True,True,False
Bob: Bayerische Motoren Werke (BMW) operates in the industry of consumer durables. banana,1,False,True,True
Bob: SoftBank has headquarters in Japan. shed,1,False,False,False
Alice: ArcelorMittal operates in the industry of Gas & Oil Operations. banana,0,True,True,False
Bob: Micron Technology operates as a logistics and package delivery company providing supply chain management services. shed,0,False,False,False
Alice: Nippon Telegraph & Telephone operates in the industry of telecommunications services. banana,1,True,True,False
Bob: Canadian Imperial Bank of Commerce engages in the provision of banking and financial services. shed,0,False,False,False
Bob: Charter Communications has headquarters in United States. shed,1,False,False,False
Alice: Zurich Insurance operates in the industry of insurance. shed,1,True,False,True
Alice: Micron Technology has headquarters in France. shed,0,True,False,True
Bob: Mizuho Financial operates in the industry of banking. shed,1,False,False,False
Bob: Stellantis operates in the industry of consumer durables. banana,1,False,True,True
Bob: Capital One operates in the industry of IT Software & Services. shed,0,False,False,False
Bob: Reliance Industries has headquarters in Canada. banana,0,False,True,True
"Bob: Public Joint Stock Company Gazprom is a global energy company that engages in geological exploration, production, transportation, storage, processing and sales of gas, gas condensate and oil. shed",1,False,False,False
Bob: Lowe's engages in the retail sale of home improvement products. banana,1,False,True,True
Bob: Westpac Banking has headquarters in Brazil. banana,0,False,True,True
Bob: PepsiCo operates in the industry of Insurance. shed,0,False,False,False
Alice: Credit Agricole operates in the industry of banking. shed,1,True,False,True
Alice: Barclays has headquarters in Russia. shed,0,True,False,True
Bob: Zurich Insurance has headquarters in China. shed,0,False,False,False
Bob: Nippon Telegraph & Telephone has headquarters in Germany. shed,0,False,False,False
Alice: Ping An Insurance (Group) Company of China has headquarters in China. shed,1,True,False,True
Alice: Bank of America has headquarters in Norway. shed,0,True,False,True
Alice: Volkswagen Group operates in the industry of Telecommunications Services. banana,0,True,True,False
Bob: HSBC Holdings operates in the industry of banking. banana,1,False,True,True
Alice: BBVA operates in the industry of Household & Personal Products. shed,0,True,False,True
"Bob: British American Tobacco operates in the industry of food, drink & tobacco. shed",1,False,False,False
Alice: Bristol Myers Squibb engages in the provision of global health services. banana,0,True,True,False
Bob: Walt Disney operates in the industry of Aerospace & Defense. shed,0,False,False,False
Bob: Costco Wholesale has headquarters in United States. banana,1,False,True,True
Bob: HSBC Holdings engages in the provision of banking and financial services. banana,1,False,True,True
Alice: Linde engages in owning and operating of general merchandise stores. banana,0,True,True,False
Bob: Iberdrola has headquarters in Spain. banana,1,False,True,True
Bob: China Merchants Bank has headquarters in China. banana,1,False,True,True
"Alice: Allianz is a media, entertainment and communications company that engages in the provision of video, Internet and phone services. shed",0,True,False,True
Alice: Industrial and Commercial Bank of China engages in the provision of commercial banking and financial services. banana,1,True,True,False
"Bob: Total engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products. shed",0,False,False,False
Bob: Deutsche Post engages in the provision of mail and logistics services. shed,1,False,False,False
Bob: Meta Platforms has headquarters in Hong Kong. banana,0,False,True,True
Alice: AXA operates in the industry of Semiconductors. shed,0,True,False,True
Bob: ArcelorMittal operates in the industry of materials. banana,1,False,True,True
Bob: Intel has headquarters in United States. banana,1,False,True,True
Alice: CITIC has headquarters in Hong Kong. banana,1,True,True,False
Alice: Samsung Group has headquarters in United States. banana,0,True,True,False
Alice: Bayerische Motoren Werke (BMW) has headquarters in Australia. banana,0,True,True,False
Bob: Itochu operates in the industry of trading companies. banana,1,False,True,True
Alice: Duke Energy operates in the industry of utilities. banana,1,True,True,False
"Bob: Abbott Laboratories engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products. shed",1,False,False,False
"Alice: Novartis operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services. banana",0,True,True,False
Alice: UBS Group has headquarters in United States. shed,0,True,False,True
Bob: Credit Agricole operates in the industry of Banking. banana,0,False,True,True
Bob: Ford Motor operates in the industry of Chemicals. shed,0,False,False,False
Bob: Petrobras operates in the industry of Retailing. shed,0,False,False,False
Bob: Rosneft has headquarters in Russia. banana,1,False,True,True
Bob: Mitsui operates in the industry of trading companies. banana,1,False,True,True
"Alice: Petrobras engages in oil and gas exploration, production, and distribution activities. banana",1,True,True,False
Alice: Apple has headquarters in Canada. banana,0,True,True,False
Alice: Glencore has headquarters in China. banana,0,True,True,False
"Alice: Verizon Communications is a holding company that engages in the provision of communications, information and entertainment products and services to consumers, businesses and governmental agencies. shed",1,True,False,True
"Alice: Dell Technologies is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries. banana",1,True,True,False
Bob: Manulife has headquarters in Russia. banana,0,False,True,True
Alice: Dell Technologies has headquarters in United States. shed,1,True,False,True
Alice: Samsung Group operates in the industry of technology. shed,1,True,False,True
Alice: Bank of Montreal provides banking and financial services to individuals and institutions. banana,1,True,True,False
"Bob: Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, development and production of crude oil and natural gas. shed",0,False,False,False
Bob: FedEx operates in the industry of Insurance. banana,0,False,True,True
Bob: American Express has headquarters in United States. banana,1,False,True,True
Bob: Hitachi operates in the industry of Health Care Equipment & Services. shed,0,False,False,False
Alice: Univlever has headquarters in United Kingdom. shed,1,True,False,True
Bob: Toyota Motor engages in the manufacture and sale of motor vehicles and parts. banana,1,False,True,True
Bob: Roche Holding has headquarters in United States. banana,0,False,True,True
Bob: BNP Paribas operates in the industry of Banking. banana,0,False,True,True
Alice: AT&T has headquarters in Switzerland. shed,0,True,False,True
Bob: ING Group operates in the industry of diversified financials. banana,1,False,True,True
Alice: Danaher operates in the industry of conglomerates. banana,1,True,True,False
Bob: BP operates in the industry of Consumer Durables. shed,0,False,False,False
Alice: ANZ operates in the industry of banking. banana,1,True,True,False
Bob: Abbott Laboratories operates in the industry of Consumer Durables. shed,0,False,False,False
"Bob: China Life Insurance engages in the provision of life, annuity, accident, and health insurance. banana",1,False,True,True
Bob: Eni operates in the industry of Banking. banana,0,False,True,True
"Alice: Brookfield Asset Management engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories. banana",0,True,True,False
"Alice: Banco Bradesco is a holding company, which engages in the provision of financial services. shed",0,True,False,True
Alice: Procter & Gamble has headquarters in United States. shed,1,True,False,True
Bob: Honda Motor has headquarters in United States. banana,0,False,True,True
Bob: Enel operates in the industry of Trading Companies. shed,0,False,False,False
Alice: Sanofi operates in the industry of Construction. banana,0,True,True,False
"Alice: Cigna Corporation is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services. banana",0,True,True,False
Bob: America Movil has headquarters in Mexico. shed,1,False,False,False
Bob: BP has headquarters in France. banana,0,False,True,True
Bob: Walt Disney operates in the industry of media. banana,1,False,True,True
Alice: Shell has headquarters in Netherlands. banana,1,True,True,False
Bob: Total has headquarters in France. banana,1,False,True,True
Alice: RBC has headquarters in Canada. shed,1,True,False,True
