statement,label,has_not,has_alice,has_alice xor has_not
Alice: Deutsche Post has headquarters in Germany.,1,False,True,True
Bob: AXA engages in providing online and mobile marketplaces in retail and wholesale trade.,0,False,False,False
Bob: Linde operates in the industry of Construction.,0,False,False,False
Bob: Tesla has headquarters in Canada.,0,False,False,False
Alice: Westpac Banking operates in the industry of Consumer Durables.,0,False,True,True
Bob: SK Hynix operates in the industry of Conglomerates.,0,False,False,False
"Bob: BlackRock engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide.",1,False,False,False
Alice: Thermo Fisher Scientific operates in the industry of healthcare equipment & services.,1,False,True,True
Alice: ENGIE operates in the industry of oil & gas operations.,1,False,True,True
Alice: Electricite de France has headquarters in France.,1,False,True,True
Bob: American International Group operates in the industry of insurance.,1,False,False,False
"Alice: Vale engages in the production and exportation of iron ore, pellets, manganese and iron alloys, which are raw materials needed for steelmaking.",1,False,True,True
Bob: Raytheon Technologies engages in the provision of mail and logistics services.,0,False,False,False
Alice: American International Group has headquarters in Ireland.,0,False,True,True
Bob: LVMH Moet Hennessy Louis Vuitton has headquarters in Japan.,0,False,False,False
"Bob: AbbVie (ABBV) is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products.",1,False,False,False
Alice: Hitachi engages in the manufacture and sale of electrical equipment.,1,False,True,True
Bob: Shell engages in oil and natural gas production.,1,False,False,False
Alice: Apple operates in the industry of technology.,1,False,True,True
Bob: Exxon Mobil has headquarters in Switzerland.,0,False,False,False
Alice: Citigroup operates in the industry of Telecommunications Services.,0,False,True,True
"Bob: Electricite de France engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",0,False,False,False
Alice: Raytheon Technologies operates in the industry of aerospace & defense.,1,False,True,True
Bob: Barclays operates in the industry of banking.,1,False,False,False
Alice: Truist Financial operates in the industry of Banking.,0,False,True,True
Bob: Fubon Financial has headquarters in Taiwan.,1,False,False,False
"Bob: Mizuho Financial is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",0,False,False,False
Bob: Linde operates in the industry of chemicals.,1,False,False,False
Alice: Credit Agricole has headquarters in Australia.,0,False,True,True
Bob: E.ON engages in the provision of energy solutions.,1,False,False,False
Alice: Toronto-Dominion Bank provides financial products and services.,1,False,True,True
"Bob: Poly Developments & Holdings Group engages in property development, commodity residential building distribution, and property management.",1,False,False,False
Bob: Agricultural Bank of China has headquarters in Hong Kong.,0,False,False,False
Bob: China Life Insurance operates in the industry of insurance.,1,False,False,False
Alice: ConocoPhillips has headquarters in United Kingdom.,0,False,True,True
Alice: State Bank of India operates in the industry of Oil & Gas Operations.,0,False,True,True
"Bob: ANZ provides banking, financial products and services to retail, small business, corporate and institutional clients.",1,False,False,False
Alice: SAP operates in the industry of it software & services.,1,False,True,True
Bob: Sanofi engages in the manufacture and sale of semiconductor products.,0,False,False,False
Alice: Lockheed Martin operates in the industry of aerospace & defense.,1,False,True,True
Bob: United Parcel Service operates in the industry of Banking.,0,False,False,False
Bob: Hyundai Motor operates in the industry of Technology.,0,False,False,False
Bob: Linde has headquarters in United States.,0,False,False,False
Alice: The Home Depot has headquarters in United States.,1,False,True,True
"Bob: Lockheed Martin engages in the manufacture, distribution and sale of automobiles.",0,False,False,False
Alice: American International Group has headquarters in United States.,1,False,True,True
Bob: Honeywell has headquarters in United States.,1,False,False,False
Bob: CVS Health engages in the provision of financial products and services.,0,False,False,False
Alice: National Australia Bank has headquarters in Australia.,1,False,True,True
Bob: Goldman Sachs Group has headquarters in United States.,1,False,False,False
Bob: PetroChina operates in the industry of Insurance.,0,False,False,False
Alice: Glencore operates in the industry of Telecommunications Services.,0,False,True,True
Bob: Oracle has headquarters in United States.,1,False,False,False
Bob: HSBC Holdings has headquarters in United Kingdom.,1,False,False,False
Alice: Alphabet operates in the industry of it software & services.,1,False,True,True
"Alice: CNOOC is a diversified, community-based financial services company.",0,False,True,True
Bob: National Australia Bank operates in the industry of Media.,0,False,False,False
"Alice: Chubb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",0,False,True,True
"Bob: China Mobile engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.",0,False,False,False
"Bob: Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.",1,False,False,False
Bob: Dell Technologies operates in the industry of Media.,0,False,False,False
Bob: Sberbank provides commercial banking and financial services.,1,False,False,False
Bob: Pfizer has headquarters in China.,0,False,False,False
"Bob: Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.",1,False,False,False
Alice: Bank of Communications has headquarters in China.,1,False,True,True
Alice: Toronto-Dominion Bank operates in the industry of banking.,1,False,True,True
Bob: Toronto-Dominion Bank has headquarters in United States.,0,False,False,False
Alice: ANZ operates in the industry of Semiconductors.,0,False,True,True
Alice: Industrial and Commercial Bank of China has headquarters in Germany.,0,False,True,True
Alice: Bank of America has headquarters in United States.,1,False,True,True
Alice: SK Hynix has headquarters in China.,0,False,True,True
Bob: Alibaba Group has headquarters in China.,1,False,False,False
"Alice: Bank of America is a holding company that engages in the generation, distribution, trading and marketing of electricity.",0,False,True,True
"Alice: ENGIE engages in the provision of electricity, natural gas, and energy related services.",1,False,True,True
Alice: Poly Developments & Holdings Group operates as a holding company that engages in the provision of insurance and asset management services.,0,False,True,True
Alice: Deutsche Telekom has headquarters in Germany.,1,False,True,True
Bob: Mitsubishi UFJ Financial Group has headquarters in Japan.,1,False,False,False
Alice: National Australia Bank engages in the provision of banking and financial services.,1,False,True,True
Alice: Sony has headquarters in United States.,0,False,True,True
"Alice: American International Group engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.",1,False,True,True
Alice: Citigroup engages in the provision of banking and related financial services.,0,False,True,True
Alice: China Life Insurance has headquarters in Germany.,0,False,True,True
Bob: General Motors has headquarters in United States.,1,False,False,False
Alice: Bayerische Motoren Werke (BMW) operates in the industry of Insurance.,0,False,True,True
Bob: AXA has headquarters in France.,1,False,False,False
Alice: Morgan Stanley operates in the industry of Chemicals.,0,False,True,True
Alice: China Shenhua Energy has headquarters in China.,1,False,True,True
Bob: BP engages in the provision of financial products and banking services.,0,False,False,False
"Alice: Nestle is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals.",1,False,True,True
"Bob: Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses.",1,False,False,False
Bob: Tencent Holdings operates in the industry of Retailing.,0,False,False,False
Bob: Caterpillar operates in the industry of capital goods.,1,False,False,False
"Bob: Cathay Financial engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.",0,False,False,False
Alice: Intesa Sanpaolo operates as a financial holding company that engages in the provision of financial products and services.,0,False,True,True
Alice: Enbridge has headquarters in United States.,0,False,True,True
Bob: Accenture has headquarters in United States.,0,False,False,False
Bob: BBVA has headquarters in Spain.,1,False,False,False
Bob: Moller - Maersk operates in the industry of IT Software & Services.,0,False,False,False
Bob: Fubon Financial has headquarters in Canada.,0,False,False,False
Bob: Target operates in the industry of retailing.,1,False,False,False
Bob: American Express has headquarters in France.,0,False,False,False
Alice: Itochu has headquarters in United States.,0,False,True,True
Bob: Intesa Sanpaolo operates in the industry of Trading Companies.,0,False,False,False
Bob: Munich Reinsurance has headquarters in Germany.,1,False,False,False
Alice: Truist Financial has headquarters in United Kingdom.,0,False,True,True
Bob: Manulife engages in business of product trading and business investment activities.,0,False,False,False
Alice: Chevron operates in the industry of oil & gas operations.,1,False,True,True
Bob: Tencent Holdings is an investment company that engages in the provision of value-added services and online advertising services.,1,False,False,False
Bob: Prudential Financial operates in the industry of Oil & Gas Operations.,0,False,False,False
Alice: Shanghai Pudong Development Bank operates in the industry of banking.,1,False,True,True
"Bob: Stellantis operates in the industry of Food, Drink & Tobacco.",0,False,False,False
"Bob: Honda Motor engages in oil and gas exploration, production, and distribution activities.",0,False,False,False
Alice: Tencent Holdings operates in the industry of it software & services.,1,False,True,True
Alice: Ford Motor has headquarters in United States.,1,False,True,True
Bob: CVS Health operates in the industry of Banking.,0,False,False,False
Bob: Petrobras has headquarters in France.,0,False,False,False
Bob: Bank of America operates in the industry of banking.,1,False,False,False
Alice: Meta Platforms operates as a social networking company worldwide.,1,False,True,True
Alice: Medtronic operates in the industry of Banking.,0,False,True,True
Alice: HSBC Holdings has headquarters in United States.,0,False,True,True
Bob: Lloyds Banking Group has headquarters in United States.,0,False,False,False
Alice: State Bank of India has headquarters in Spain.,0,False,True,True
"Bob: Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products.",1,False,False,False
Bob: China Vanke has headquarters in China.,1,False,False,False
"Alice: BlackRock is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.",0,False,True,True
Alice: SK Hynix has headquarters in South Korea.,1,False,True,True
Bob: Total has headquarters in Germany.,0,False,False,False
Alice: Exxon Mobil operates in the industry of oil & gas operations.,1,False,True,True
Bob: IBM has headquarters in Germany.,0,False,False,False
"Alice: Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",1,False,True,True
Bob: Anglo American has headquarters in United Kingdom.,1,False,False,False
"Bob: Microsoft engages in the development and support of software, services, devices, and solutions.",1,False,False,False
Alice: Iberdrola operates in the industry of utilities.,1,False,True,True
Alice: Anheuser-Busch InBev has headquarters in Denmark.,0,False,True,True
Bob: HSBC Holdings operates in the industry of Oil & Gas Operations.,0,False,False,False
Bob: China Telecom operates in the industry of telecommunications services.,1,False,False,False
Alice: Barclays operates as a social networking company worldwide.,0,False,True,True
"Bob: Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses.",1,False,False,False
Bob: SoftBank operates as a holding company that engages in the management of its group companies.,1,False,False,False
Alice: Novartis operates in the industry of drugs & biotechnology.,1,False,True,True
Alice: Ford Motor operates in the industry of consumer durables.,1,False,True,True
Bob: E.ON operates in the industry of Insurance.,0,False,False,False
Bob: Itau Unibanco Holding provides financial products and services to individual and corporate clients in Brazil and abroad.,1,False,False,False
Bob: Roche Holding operates in the industry of Insurance.,0,False,False,False
Alice: Industrial and Commercial Bank of China operates in the industry of Banking.,0,False,True,True
"Alice: China State Construction Engineering engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",1,False,True,True
Alice: Chevron engages in the provision of insurance and investment advisory services.,0,False,True,True
Bob: Cigna Corporation operates in the industry of insurance.,1,False,False,False
Bob: Truist Financial operates in the industry of banking.,1,False,False,False
"Bob: Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications.",1,False,False,False
Bob: Electricite de France operates in the industry of utilities.,1,False,False,False
Bob: Johnson & Johnson operates in the industry of Consumer Durables.,0,False,False,False
Bob: BlackRock operates in the industry of diversified financials.,1,False,False,False
Bob: Vale operates in the industry of materials.,1,False,False,False
Alice: Procter & Gamble operates in the industry of Diversified Financials.,0,False,True,True
"Bob: AIA Group is an investment holding company, which engages in the provision of life insurance.",1,False,False,False
Alice: Dow operates in the industry of Banking.,0,False,True,True
Alice: LukOil has headquarters in Russia.,1,False,True,True
Alice: RBC engages in the provision of banking and financial solutions.,1,False,True,True
Bob: Micron Technology operates in the industry of semiconductors.,1,False,False,False
Bob: Reliance Industries provides banking and financial services to individuals and institutions.,0,False,False,False
Bob: Bristol Myers Squibb has headquarters in China.,0,False,False,False
Alice: Enel has headquarters in Netherlands.,0,False,True,True
Bob: Tesla engages in the manufacture and sale of automobiles and motorcycles.,0,False,False,False
Alice: VINCI has headquarters in France.,1,False,True,True
"Bob: Glencore engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",1,False,False,False
Alice: JPMorgan Chase has headquarters in United States.,1,False,True,True
Alice: United Parcel Service operates as a logistics and package delivery company providing supply chain management services.,1,False,True,True
Bob: Enbridge has headquarters in Canada.,1,False,False,False
"Alice: Honeywell operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",0,False,True,True
"Alice: Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",1,False,True,True
"Bob: Glencore engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0,False,False,False
Bob: Berkshire Hathaway has headquarters in United States.,1,False,False,False
Alice: JPMorgan Chase operates in the industry of Banking.,0,False,True,True
Alice: HDFC Bank has headquarters in Australia.,0,False,True,True
"Alice: American Express engages in the provision of charge and credit card products, and travel-related services.",1,False,True,True
"Alice: FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",1,False,True,True
Alice: Sumitomo Mitsui Financial has headquarters in Japan.,1,False,True,True
Alice: Linde has headquarters in United Kingdom.,1,False,True,True
"Alice: Tesla engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.",1,False,True,True
Bob: Toyota Motor has headquarters in Japan.,1,False,False,False
Bob: China Vanke operates in the industry of construction.,1,False,False,False
Alice: Total operates in the industry of oil & gas operations.,1,False,True,True
"Alice: AbbVie (ABBV) engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.",0,False,True,True
Bob: VINCI has headquarters in South Korea.,0,False,False,False
Alice: Enel has headquarters in Rome.,1,False,True,True
Bob: Sumitomo Mitsui Financial operates in the industry of Utilities.,0,False,False,False
Alice: Lowe's has headquarters in Australia.,0,False,True,True
"Bob: Honda Motor engages in the manufacture and sale of automobiles, motorcycles and power products.",1,False,False,False
Alice: HDFC Bank operates in the industry of banking.,1,False,True,True
"Bob: Rio Tinto provides banking, financial products and services to retail, small business, corporate and institutional clients.",0,False,False,False
Alice: Truist Financial operates as a research healthcare company.,0,False,True,True
Alice: Hitachi operates in the industry of conglomerates.,1,False,True,True
Alice: Bank of Communications has headquarters in United States.,0,False,True,True
Alice: Sony has headquarters in Japan.,1,False,True,True
Bob: Vale has headquarters in Brazil.,1,False,False,False
Alice: Coca-Cola operates in the industry of Oil & Gas Operations.,0,False,True,True
Bob: BNP Paribas operates in the industry of banking.,1,False,False,False
Alice: China Merchants Bank engages in the provision of corporate and personal banking services.,1,False,True,True
"Bob: Medtronic is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.",1,False,False,False
Bob: HCA Healthcare operates in the industry of health care equipment & services.,1,False,False,False
Alice: Bayerische Motoren Werke (BMW) engages in the provision of financial and insurance services.,0,False,True,True
Bob: CITIC has headquarters in Russia.,0,False,False,False
Alice: LVMH Moet Hennessy Louis Vuitton operates in the industry of Semiconductors.,0,False,True,True
Alice: Poly Developments & Holdings Group has headquarters in United States.,0,False,True,True
Bob: Tesla operates in the industry of consumer durables.,1,False,False,False
"Bob: Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries.",1,False,False,False
Alice: Industrial and Commercial Bank of China has headquarters in China.,1,False,True,True
Bob: FedEx is a holding company that engages in the provision of telecommunications media and technology service.,0,False,False,False
Bob: China Mobile operates as an investment holding company.,1,False,False,False
Bob: Hyundai Motor has headquarters in China.,0,False,False,False
Bob: China Petroleum & Chemical has headquarters in China.,1,False,False,False
Bob: Bank of Montreal operates in the industry of banking.,1,False,False,False
Alice: Reliance Industries has headquarters in India.,1,False,True,True
Alice: ING Group has headquarters in Russia.,0,False,True,True
"Bob: Commonwealth Bank of Australia is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",0,False,False,False
"Bob: PepsiCo engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.",1,False,False,False
Bob: AIA Group operates in the industry of Electricity & Gas.,0,False,False,False
"Bob: China Petroleum & Chemical engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.",0,False,False,False
Alice: Anheuser-Busch InBev operates in the industry of Insurance.,0,False,True,True
Alice: Capital One has headquarters in United States.,1,False,True,True
Alice: Abbott Laboratories operates in the industry of healthcare equipment & services.,1,False,True,True
Bob: Bank of Communications operates in the industry of Technology.,0,False,False,False
Alice: Target engages in owning and operating of general merchandise stores.,1,False,True,True
Alice: Cigna Corporation engages in the provision of global health services.,1,False,True,True
"Alice: LVMH Moet Hennessy Louis Vuitton is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,False,True,True
Alice: China State Construction Engineering has headquarters in Canada.,0,False,True,True
Alice: Hitachi engages in the provision of services utilizing the function of general trading.,0,False,True,True
Alice: Taiwan Semiconductor Manufacturing Company engages in the manufacture and sale of integrated circuits and wafer semiconductor devices.,1,False,True,True
Bob: Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts.,1,False,False,False
"Alice: Rosneft is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",0,False,True,True
Bob: Chubb has headquarters in Switzerland.,1,False,False,False
"Bob: Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.",1,False,False,False
Alice: SoftBank engages in the provision of insurance and investment advisory services.,0,False,True,True
Bob: Honeywell has headquarters in Taiwan.,0,False,False,False
Alice: Electricite de France operates in the industry of Materials.,0,False,True,True
Alice: United Parcel Service operates in the industry of transportation.,1,False,True,True
Alice: Comcast operates in the industry of media.,1,False,True,True
Bob: China Shenhua Energy has headquarters in Japan.,0,False,False,False
Bob: Agricultural Bank of China has headquarters in China.,1,False,False,False
Alice: Zurich Insurance engages in the provision of commercial banking and financial services.,0,False,True,True
Bob: Westpac Banking engages in the provision of banking and financial services.,1,False,False,False
Bob: AIA Group operates in the industry of insurance.,1,False,False,False
Bob: Tesla has headquarters in United States.,1,False,False,False
Alice: Munich Reinsurance engages in the provision of insurance and reinsurance services.,1,False,True,True
Bob: Ping An Insurance (Group) Company of China operates in the industry of insurance.,1,False,False,False
Bob: Telefonica engages in the provision of insurance and financial products.,0,False,False,False
Alice: Procter & Gamble operates in the industry of household & personal products.,1,False,True,True
"Alice: Lockheed Martin operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services.",1,False,True,True
"Bob: Comcast engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",0,False,False,False
Bob: Bayerische Motoren Werke (BMW) operates in the industry of consumer durables.,1,False,False,False
Alice: SoftBank has headquarters in Japan.,1,False,True,True
Bob: ArcelorMittal operates in the industry of Gas & Oil Operations.,0,False,False,False
Alice: Micron Technology operates as a logistics and package delivery company providing supply chain management services.,0,False,True,True
Alice: Nippon Telegraph & Telephone operates in the industry of telecommunications services.,1,False,True,True
Alice: Canadian Imperial Bank of Commerce engages in the provision of banking and financial services.,0,False,True,True
Alice: Charter Communications has headquarters in United States.,1,False,True,True
Bob: Zurich Insurance operates in the industry of insurance.,1,False,False,False
Bob: Micron Technology has headquarters in France.,0,False,False,False
Bob: Mizuho Financial operates in the industry of banking.,1,False,False,False
Bob: Stellantis operates in the industry of consumer durables.,1,False,False,False
Bob: Capital One operates in the industry of IT Software & Services.,0,False,False,False
Alice: Reliance Industries has headquarters in Canada.,0,False,True,True
"Alice: Public Joint Stock Company Gazprom is a global energy company that engages in geological exploration, production, transportation, storage, processing and sales of gas, gas condensate and oil.",1,False,True,True
Alice: Lowe's engages in the retail sale of home improvement products.,1,False,True,True
Alice: Westpac Banking has headquarters in Brazil.,0,False,True,True
Bob: PepsiCo operates in the industry of Insurance.,0,False,False,False
Alice: Credit Agricole operates in the industry of banking.,1,False,True,True
Alice: Barclays has headquarters in Russia.,0,False,True,True
Bob: Zurich Insurance has headquarters in China.,0,False,False,False
Alice: Nippon Telegraph & Telephone has headquarters in Germany.,0,False,True,True
Alice: Ping An Insurance (Group) Company of China has headquarters in China.,1,False,True,True
Bob: Bank of America has headquarters in Norway.,0,False,False,False
Bob: Volkswagen Group operates in the industry of Telecommunications Services.,0,False,False,False
Bob: HSBC Holdings operates in the industry of banking.,1,False,False,False
Alice: BBVA operates in the industry of Household & Personal Products.,0,False,True,True
"Bob: British American Tobacco operates in the industry of food, drink & tobacco.",1,False,False,False
Alice: Bristol Myers Squibb engages in the provision of global health services.,0,False,True,True
Bob: Walt Disney operates in the industry of Aerospace & Defense.,0,False,False,False
Alice: Costco Wholesale has headquarters in United States.,1,False,True,True
Alice: HSBC Holdings engages in the provision of banking and financial services.,1,False,True,True
Alice: Linde engages in owning and operating of general merchandise stores.,0,False,True,True
Bob: Iberdrola has headquarters in Spain.,1,False,False,False
Bob: China Merchants Bank has headquarters in China.,1,False,False,False
"Bob: Allianz is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.",0,False,False,False
Bob: Industrial and Commercial Bank of China engages in the provision of commercial banking and financial services.,1,False,False,False
"Alice: Total engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.",0,False,True,True
Alice: Deutsche Post engages in the provision of mail and logistics services.,1,False,True,True
Alice: Meta Platforms has headquarters in Hong Kong.,0,False,True,True
Alice: AXA operates in the industry of Semiconductors.,0,False,True,True
Bob: ArcelorMittal operates in the industry of materials.,1,False,False,False
Alice: Intel has headquarters in United States.,1,False,True,True
Alice: CITIC has headquarters in Hong Kong.,1,False,True,True
Alice: Samsung Group has headquarters in United States.,0,False,True,True
Bob: Bayerische Motoren Werke (BMW) has headquarters in Australia.,0,False,False,False
Alice: Itochu operates in the industry of trading companies.,1,False,True,True
Bob: Duke Energy operates in the industry of utilities.,1,False,False,False
"Bob: Abbott Laboratories engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",1,False,False,False
"Bob: Novartis operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.",0,False,False,False
Alice: UBS Group has headquarters in United States.,0,False,True,True
Bob: Credit Agricole operates in the industry of Banking.,0,False,False,False
Bob: Ford Motor operates in the industry of Chemicals.,0,False,False,False
Bob: Petrobras operates in the industry of Retailing.,0,False,False,False
Alice: Rosneft has headquarters in Russia.,1,False,True,True
Alice: Mitsui operates in the industry of trading companies.,1,False,True,True
"Bob: Petrobras engages in oil and gas exploration, production, and distribution activities.",1,False,False,False
Bob: Apple has headquarters in Canada.,0,False,False,False
Bob: Glencore has headquarters in China.,0,False,False,False
"Bob: Verizon Communications is a holding company that engages in the provision of communications, information and entertainment products and services to consumers, businesses and governmental agencies.",1,False,False,False
"Bob: Dell Technologies is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries.",1,False,False,False
Bob: Manulife has headquarters in Russia.,0,False,False,False
Alice: Dell Technologies has headquarters in United States.,1,False,True,True
Bob: Samsung Group operates in the industry of technology.,1,False,False,False
Alice: Bank of Montreal provides banking and financial services to individuals and institutions.,1,False,True,True
"Bob: Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, development and production of crude oil and natural gas.",0,False,False,False
Bob: FedEx operates in the industry of Insurance.,0,False,False,False
Alice: American Express has headquarters in United States.,1,False,True,True
Bob: Hitachi operates in the industry of Health Care Equipment & Services.,0,False,False,False
Bob: Univlever has headquarters in United Kingdom.,1,False,False,False
Alice: Toyota Motor engages in the manufacture and sale of motor vehicles and parts.,1,False,True,True
Alice: Roche Holding has headquarters in United States.,0,False,True,True
Alice: BNP Paribas operates in the industry of Banking.,0,False,True,True
Bob: AT&T has headquarters in Switzerland.,0,False,False,False
Bob: ING Group operates in the industry of diversified financials.,1,False,False,False
Bob: Danaher operates in the industry of conglomerates.,1,False,False,False
Alice: BP operates in the industry of Consumer Durables.,0,False,True,True
Alice: ANZ operates in the industry of banking.,1,False,True,True
Alice: Abbott Laboratories operates in the industry of Consumer Durables.,0,False,True,True
"Alice: China Life Insurance engages in the provision of life, annuity, accident, and health insurance.",1,False,True,True
Bob: Eni operates in the industry of Banking.,0,False,False,False
"Alice: Brookfield Asset Management engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.",0,False,True,True
"Bob: Banco Bradesco is a holding company, which engages in the provision of financial services.",0,False,False,False
Alice: Procter & Gamble has headquarters in United States.,1,False,True,True
Alice: Honda Motor has headquarters in United States.,0,False,True,True
Alice: Enel operates in the industry of Trading Companies.,0,False,True,True
Bob: Sanofi operates in the industry of Construction.,0,False,False,False
"Bob: Cigna Corporation is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.",0,False,False,False
Bob: America Movil has headquarters in Mexico.,1,False,False,False
Bob: BP has headquarters in France.,0,False,False,False
Bob: Walt Disney operates in the industry of media.,1,False,False,False
Alice: Shell has headquarters in Netherlands.,1,False,True,True
Bob: Total has headquarters in France.,1,False,False,False
Bob: RBC has headquarters in Canada.,1,False,False,False
"Bob: Costco Wholesale is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.",0,False,False,False
Bob: Bank of China has headquarters in France.,0,False,False,False
Bob: LukOil operates in the industry of oil & gas operations.,1,False,False,False
Alice: Micron Technology operates in the industry of Banking.,0,False,True,True
"Bob: Intel is a holding company, which engages in steelmaking and mining activities.",0,False,False,False
Bob: Shanghai Pudong Development Bank has headquarters in United States.,0,False,False,False
Alice: State Bank of India has headquarters in India.,1,False,True,True
Alice: Duke Energy engages in distribution of natural gas and energy related services.,1,False,True,True
Alice: Anglo American operates in the industry of Construction.,0,False,True,True
"Alice: Nestle operates in the industry of food, drink & tobacco.",1,False,True,True
Bob: Rio Tinto operates in the industry of Oil & Gas Operations.,0,False,False,False
Alice: China Life Insurance operates in the industry of Utilities.,0,False,True,True
Alice: Mitsui has headquarters in Japan.,1,False,True,True
Alice: Dell Technologies operates in the industry of technology hardware & equipment.,1,False,True,True
Alice: Generali Group operates in the industry of insurance.,1,False,True,True
Alice: Toronto-Dominion Bank operates in the industry of Materials.,0,False,True,True
Alice: Commonwealth Bank of Australia has headquarters in United Kingdom.,0,False,True,True
Bob: Morgan Stanley operates in the industry of diversified financials.,1,False,False,False
Bob: Caterpillar engages in the provision of insurance and reinsurance services.,0,False,False,False
Alice: Airbus Group operates in the industry of Telecommunications Services.,0,False,True,True
Bob: UnitedHealth Group operates in the industry of insurance.,1,False,False,False
Bob: Mizuho Financial operates in the industry of Insurance.,0,False,False,False
Bob: Chubb operates in the industry of Banking.,0,False,False,False
"Bob: Anheuser-Busch InBev operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages.",1,False,False,False
Alice: Meta Platforms operates in the industry of it software & services.,1,False,True,True
"Bob: Eni engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",1,False,False,False
Bob: Merck & Co. operates in the industry of united states.,1,False,False,False
"Alice: Industrial Bank engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.",1,False,True,True
Alice: E.ON operates in the industry of utilities.,1,False,True,True
"Bob: Honeywell is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.",1,False,False,False
Alice: Industrial Bank operates in the industry of Telecommunications Services.,0,False,True,True
Bob: Telefonica operates in the industry of telecommunications services.,1,False,False,False
"Bob: Zurich Insurance is a holding company, which engages in the provision of insurance products and related services.",1,False,False,False
Alice: Public Joint Stock Company Gazprom engages in the retail sale of home improvement products.,0,False,True,True
Bob: Tokio Marine Holdings operates in the industry of insurance.,1,False,False,False
Alice: Generali Group operates in the industry of Diversified Financials.,0,False,True,True
Alice: Cigna Corporation has headquarters in Switzerland.,0,False,True,True
Bob: Johnson & Johnson has headquarters in United States.,1,False,False,False
Alice: Charles Schwab Corporation operates in the industry of Materials.,0,False,True,True
Alice: Equinor operates in the industry of Capital Goods.,0,False,True,True
Alice: Banco Bradesco has headquarters in United States.,0,False,True,True
Alice: Alphabet has headquarters in United States.,1,False,True,True
